coco_url,caption,class,super_categories
http://images.cocodataset.org/val2017/000000042628.jpg,Many persons are busy in clearing the snow.,122,"outdoor, accessory, sports, person"
http://images.cocodataset.org/val2017/000000042889.jpg,A teddy bear that is dress in glasses and is listening to an iPod.,123,"electronic, indoor"
http://images.cocodataset.org/val2017/000000043314.jpg,a person on skis doing a trick over the snow ,6,"sports, accessory, person"
http://images.cocodataset.org/val2017/000000043435.jpg,Surfers ride towering waves on the open ocean.,4,"sports, person"
http://images.cocodataset.org/val2017/000000043581.jpg,A restaurant table with a plate of vegetable pizza and garnishment,16,"kitchen, furniture, food"
http://images.cocodataset.org/val2017/000000043737.jpg,A snow covered  city street lined with small shops,114,"vehicle, indoor"
http://images.cocodataset.org/val2017/000000043816.jpg,Batter takes a swing at the incoming ball during the baseball game,4,"sports, person"
http://images.cocodataset.org/val2017/000000044068.jpg,A teddy bear sitting on a chair inside a room. ,2,"furniture, indoor"
http://images.cocodataset.org/val2017/000000044195.jpg,a person holding skis on a snowy surface ,4,"sports, person"
http://images.cocodataset.org/val2017/000000044260.jpg,"Crisp, delicious apples hang on the dying branches of the tree.",19,food
http://images.cocodataset.org/val2017/000000044279.jpg,People are cooking on grills in a commercial kitchen.,85,"appliance, kitchen, person"
http://images.cocodataset.org/val2017/000000044590.jpg,A group of motorcyclists are stopped at the side of the road. ,9,"vehicle, person"
http://images.cocodataset.org/val2017/000000044652.jpg,An single passanger in an airplane flying through the sky,12,vehicle
http://images.cocodataset.org/val2017/000000044699.jpg,A group of animals grazing on a lush green field.,1,animal
http://images.cocodataset.org/val2017/000000044877.jpg,There is a lady in a wheelchair holding a tennis racket.,4,"sports, person"
http://images.cocodataset.org/val2017/000000045070.jpg,A little girl wearing a black hat can be seen on a saddle riding.,35,"person, animal"
http://images.cocodataset.org/val2017/000000045090.jpg,People riding the high waves on their surfboards.,4,"sports, person"
http://images.cocodataset.org/val2017/000000045229.jpg,"An apartment room with a stove, spices, and bookcase.",124,"appliance, kitchen, furniture, indoor"
http://images.cocodataset.org/val2017/000000045472.jpg,A pineapple and some oranges sit on a table.,10,"kitchen, food"
http://images.cocodataset.org/val2017/000000045550.jpg,Bearded man shows off his grilled cheese sandwiches.,125,"kitchen, person, indoor, food"
http://images.cocodataset.org/val2017/000000045596.jpg,The passage between the modern buildings is used by bicycle riders.,36,"vehicle, accessory, person"
http://images.cocodataset.org/val2017/000000045728.jpg,A cake with cream topping on the plate.,32,kitchen
http://images.cocodataset.org/val2017/000000046031.jpg,A small tablet computer next to a larger monitor and keyboard.,11,electronic
http://images.cocodataset.org/val2017/000000046048.jpg,A little girl sitting on top of a bed next to a lamp.,126,"person, furniture, indoor"
http://images.cocodataset.org/val2017/000000046252.jpg,A baseball player holding a bat during a game. ,4,"sports, person"
http://images.cocodataset.org/val2017/000000046378.jpg,A white cat caught a bird outside on a patio.,1,animal
http://images.cocodataset.org/val2017/000000046463.jpg,"A sandwich with cheese, lettuce and a tomato.",127,"appliance, person, food"
http://images.cocodataset.org/val2017/000000046497.jpg,Two little girls sitting on the side of a white boat.,9,"vehicle, person"
http://images.cocodataset.org/val2017/000000046804.jpg,A sheep standing in grass next to a rock wall.,1,animal
http://images.cocodataset.org/val2017/000000046872.jpg,a man standing beside a large truck in a parking lot,9,"vehicle, person"
http://images.cocodataset.org/val2017/000000047010.jpg,Three giraffes with heads pointing ahead walk on a dirt path.,1,animal
http://images.cocodataset.org/val2017/000000047112.jpg,A pizza sitting on a plate in front of a glass of wine.,104,"kitchen, person, furniture, food"
http://images.cocodataset.org/val2017/000000047121.jpg,A black cat drinking water out of a water faucet.,128,"appliance, kitchen, animal"
http://images.cocodataset.org/val2017/000000047571.jpg,"A pair of people ride a small, horse drawn buggy near a large puddle of water.",35,"person, animal"
http://images.cocodataset.org/val2017/000000047585.jpg,A man holds an umbrella for a new bride,17,"accessory, person"
http://images.cocodataset.org/val2017/000000047740.jpg,A man laying on top of a sandy beach.,4,"sports, person"
http://images.cocodataset.org/val2017/000000047769.jpg,A small living room with seating and a television.,28,"electronic, furniture"
http://images.cocodataset.org/val2017/000000047801.jpg,Man eating a piece of cake off of a white played outdoors. ,95,"kitchen, person, food"
http://images.cocodataset.org/val2017/000000047819.jpg,A man standing next to a donkey with a lot of baggage on it.,87,"accessory, person, animal"
http://images.cocodataset.org/val2017/000000047828.jpg,A blue lighted bridge over water at night.,9,"vehicle, person"
http://images.cocodataset.org/val2017/000000048153.jpg,A lady wearing a pink shoe and blue jeans.,75,"outdoor, person"
http://images.cocodataset.org/val2017/000000048396.jpg,A woman and child are about to cut a cake,104,"kitchen, person, furniture, food"
http://images.cocodataset.org/val2017/000000048504.jpg,Two elephants walking around the center ring of a circus.,129,"outdoor, person, animal"
http://images.cocodataset.org/val2017/000000048555.jpg,A black and white photo of jockeys riding their horses,35,"person, animal"
http://images.cocodataset.org/val2017/000000048564.jpg,boy on ski slope talking on cell phone.,30,"electronic, person"
http://images.cocodataset.org/val2017/000000048924.jpg,a motorcycle parked next to a green tent in a field,130,"vehicle, accessory"
http://images.cocodataset.org/val2017/000000049060.jpg,A train sitting next to a loading platform with people standing on it.,9,"vehicle, person"
http://images.cocodataset.org/val2017/000000049259.jpg,A man with his shirt off sitting by the shoreline sunning himself. ,80,person
http://images.cocodataset.org/val2017/000000049269.jpg,A horse and a dog positions for a picture outside.,1,animal
http://images.cocodataset.org/val2017/000000049759.jpg,The boys are playing volleyball in the gym.,4,"sports, person"
http://images.cocodataset.org/val2017/000000049761.jpg,Wild zebra and wildebeest grazing near a watering hole. ,1,animal
http://images.cocodataset.org/val2017/000000049810.jpg,A little cat looking at itself in a mirror.,131,"outdoor, animal"
http://images.cocodataset.org/val2017/000000050006.jpg,A lot of boats that is parked in the water and one is docking.,36,"vehicle, accessory, person"
http://images.cocodataset.org/val2017/000000050145.jpg,A shirtless man walking a bike down a rural street.,36,"vehicle, accessory, person"
http://images.cocodataset.org/val2017/000000050149.jpg,A group of bunches of bananas are shown hanging together.,10,"kitchen, food"
http://images.cocodataset.org/val2017/000000050165.jpg,A small train moving along the tracks with a mountain town in the background.,12,vehicle
http://images.cocodataset.org/val2017/000000050326.jpg,A man on a beach trying to launch a kite. ,54,"sports, person, furniture"
http://images.cocodataset.org/val2017/000000050331.jpg,Two clay pots with leafy green plants in them.,58,"furniture, food"
http://images.cocodataset.org/val2017/000000050380.jpg,a may leading a a boy on a pony with a rope,120,"person, furniture, animal"
http://images.cocodataset.org/val2017/000000050638.jpg,A little boy holding a teddy bear walking past purple flowers.,132,"person, indoor"
http://images.cocodataset.org/val2017/000000050679.jpg,A close-up of an orange on the side of the road.,133,"vehicle, food"
http://images.cocodataset.org/val2017/000000050811.jpg,A person is sitting next to a brown table. ,50,"electronic, kitchen, accessory, person, furniture"
http://images.cocodataset.org/val2017/000000050828.jpg,Two twin beds with no comforters on them.,134,"electronic, accessory, furniture"
http://images.cocodataset.org/val2017/000000050844.jpg,a pair of teddy bears laying on a bed,41,indoor
http://images.cocodataset.org/val2017/000000050896.jpg,There is a big bowl of oranges on the counter.,16,"kitchen, furniture, food"
http://images.cocodataset.org/val2017/000000050943.jpg,Man surfing a wave on a dull day.,4,"sports, person"
http://images.cocodataset.org/val2017/000000051008.jpg,A cat sitting in front of a laptop computer.,13,"electronic, animal"
http://images.cocodataset.org/val2017/000000051309.jpg,A group of horses gathered around a feeder ,1,animal
http://images.cocodataset.org/val2017/000000051314.jpg,a man riding a surfboard on a wave in the ocean.,4,"sports, person"
http://images.cocodataset.org/val2017/000000051326.jpg,"Three decorated, carved jack-o-lanterns, one with pink flowers and a vase inside it",41,indoor
http://images.cocodataset.org/val2017/000000051598.jpg,"The bathroom has a wall sink, medicine cabinet, toothbrush holder, and bare walls.",96,"appliance, kitchen"
http://images.cocodataset.org/val2017/000000051610.jpg,A young girl watches a laptop on a bed. ,81,"electronic, person, furniture"
http://images.cocodataset.org/val2017/000000051712.jpg,A man with goggles on snow skiing on a mountain,4,"sports, person"
http://images.cocodataset.org/val2017/000000051738.jpg,A hotel room with a bed and a chair and white walls.,135,"accessory, furniture"
http://images.cocodataset.org/val2017/000000051938.jpg,a skier approaches a red bar stuck into the snow on a snowy hill,4,"sports, person"
http://images.cocodataset.org/val2017/000000051961.jpg,A parking meter and wall that has graffiti on it.,52,outdoor
http://images.cocodataset.org/val2017/000000051976.jpg,A person on a surf board riding a wave.,4,"sports, person"
http://images.cocodataset.org/val2017/000000052007.jpg,"A bus stopped at a bus stop, letting people board.",36,"vehicle, accessory, person"
http://images.cocodataset.org/val2017/000000052017.jpg,I am unable to see an image above.,9,"vehicle, person"
http://images.cocodataset.org/val2017/000000052412.jpg,a big parking with a bunch of cars parked in it,12,vehicle
http://images.cocodataset.org/val2017/000000052413.jpg,A photo of someone holding a fake pink cell phone.,60,"kitchen, electronic, person, furniture"
http://images.cocodataset.org/val2017/000000052462.jpg,Two zebras are walking through tall brown grass.,1,animal
http://images.cocodataset.org/val2017/000000052507.jpg,Surfer in board shorts walking in to the ocean,4,"sports, person"
http://images.cocodataset.org/val2017/000000052565.jpg,a cow standing in some sand next to some water,1,animal
http://images.cocodataset.org/val2017/000000052591.jpg,A girl posing with ski equipment in the snow,4,"sports, person"
http://images.cocodataset.org/val2017/000000052891.jpg,A very cute looking dog with a disc on the beach.,136,"sports, person, animal"
http://images.cocodataset.org/val2017/000000052996.jpg,A group of people standing in a kitchen.,137,"indoor, kitchen, appliance, accessory, person, furniture"
http://images.cocodataset.org/val2017/000000053505.jpg,There are a variety of bottles and two towels over the toilet.,20,"kitchen, furniture"
http://images.cocodataset.org/val2017/000000053529.jpg,A dog sitting in a vehicle with a St. Patrick hat on.,103,"vehicle, person, animal"
http://images.cocodataset.org/val2017/000000053624.jpg,An elephant drinking water in an enclosure at a zoo.,35,"person, animal"
http://images.cocodataset.org/val2017/000000053626.jpg,A group of people standing on ski's in the snow.,4,"sports, person"
http://images.cocodataset.org/val2017/000000053909.jpg,A picture of a person holding a phone displaying a picture of a person holding a phone twice,30,"electronic, person"
http://images.cocodataset.org/val2017/000000053994.jpg,A parking meter is on a sidewalk next to some green bushes.,3,"vehicle, outdoor"
http://images.cocodataset.org/val2017/000000054123.jpg,A group of zebra grazing grass with a backdrop of bushes.,1,animal
http://images.cocodataset.org/val2017/000000054164.jpg,a man in a wetsuit riding a wave on a surfboard,4,"sports, person"
http://images.cocodataset.org/val2017/000000054592.jpg,"Two people with snow gear on, carrying equipment.",24,"accessory, sports, person"
http://images.cocodataset.org/val2017/000000054593.jpg,a young kid with a baseball bat gets ready for the pitch,138,"sports, kitchen, vehicle, accessory, person, furniture"
http://images.cocodataset.org/val2017/000000054605.jpg,a shake is sitting next to a cake,104,"kitchen, person, furniture, food"
http://images.cocodataset.org/val2017/000000054628.jpg,A wedding cake with flowers in a banquet hall.,78,"person, furniture, food"
http://images.cocodataset.org/val2017/000000054654.jpg,A woman stirring a pot on the stove while holding a plate.,139,"appliance, person"
http://images.cocodataset.org/val2017/000000054931.jpg,a woman with a rope leading a horse,35,"person, animal"
http://images.cocodataset.org/val2017/000000054967.jpg,A city street with cars and street lights.,46,"vehicle, outdoor, person"
http://images.cocodataset.org/val2017/000000055002.jpg,A metallic toilet sitting in a small bathroom.,107,"person, furniture"
http://images.cocodataset.org/val2017/000000055022.jpg,a row of bicycles for sale in a store,9,"vehicle, person"
http://images.cocodataset.org/val2017/000000055072.jpg,A single giraffe looks over the green brush.,1,animal
http://images.cocodataset.org/val2017/000000055150.jpg,Two little children on stroller in a parking lot.,29,"vehicle, accessory, person, indoor"
http://images.cocodataset.org/val2017/000000055167.jpg,A yellow and blue bus drives down the road.,36,"vehicle, accessory, person"
http://images.cocodataset.org/val2017/000000055299.jpg,The animal is sitting on the rocks looking at the water,140,"accessory, animal"
http://images.cocodataset.org/val2017/000000055528.jpg,Young man wearing glasses holding up a toothbrush.,141,"electronic, person, furniture, indoor"
http://images.cocodataset.org/val2017/000000055950.jpg,a man playing tennis on a tennis court,4,"sports, person"
http://images.cocodataset.org/val2017/000000056127.jpg,A picture of a restaurant interior is taken through a fish-eye lens.,142,"appliance, kitchen, outdoor"
http://images.cocodataset.org/val2017/000000056288.jpg,A tall sandwich with pickle on a white plate.,83,"electronic, food"
http://images.cocodataset.org/val2017/000000056344.jpg,"Looking down at a desktop with two monitors, a key board, mouse and cell phones on it.",11,electronic
http://images.cocodataset.org/val2017/000000056350.jpg,A picture of people is on the floor near a urinal.,107,"person, furniture"
http://images.cocodataset.org/val2017/000000056545.jpg,The bird is sitting on the small branch of the tree.,1,animal
http://images.cocodataset.org/val2017/000000057027.jpg,A baby elephant walking along the same path as its mother. ,1,animal
http://images.cocodataset.org/val2017/000000057149.jpg,A school bus and a silver car waiting at a railroad crossing for a train to go past.,3,"vehicle, outdoor"
http://images.cocodataset.org/val2017/000000057150.jpg,Two girls with a large white teddy bear.,143,"accessory, person, indoor"
http://images.cocodataset.org/val2017/000000057232.jpg,Two white cushions on a chair made of baseball bats.,144,"sports, furniture, indoor"
http://images.cocodataset.org/val2017/000000057238.jpg,A corner of a kitchen with a big fridge.,51,"appliance, furniture"
http://images.cocodataset.org/val2017/000000057244.jpg,A very old and rusted train parked on the tracks.,12,vehicle
http://images.cocodataset.org/val2017/000000057597.jpg,young females playing soccer on a green soccer field,145,"sports, vehicle, outdoor, accessory, person"
http://images.cocodataset.org/val2017/000000057672.jpg,A long canoe paddled along by a large group of people. ,9,"vehicle, person"
http://images.cocodataset.org/val2017/000000057725.jpg,A large brick building has a clock tower on it.,41,indoor
http://images.cocodataset.org/val2017/000000057760.jpg,A group of people on an island beach.,136,"sports, person, animal"
http://images.cocodataset.org/val2017/000000058029.jpg,Interior bathroom shot of a glass shower and white sink fixtures.,51,"appliance, furniture"
http://images.cocodataset.org/val2017/000000058111.jpg,An orange and white cat laying on top of a sink.,146,"indoor, animal"
http://images.cocodataset.org/val2017/000000058350.jpg,a young woman with a slice of pizza in her mouth,104,"kitchen, person, furniture, food"
http://images.cocodataset.org/val2017/000000058384.jpg,A herd of elephants standing next to each other.,22,"vehicle, animal"
http://images.cocodataset.org/val2017/000000058393.jpg,A couple is sitting on a bench in front of the water. ,75,"outdoor, person"
http://images.cocodataset.org/val2017/000000058539.jpg,A man with a red hat is in the city.,36,"vehicle, accessory, person"
http://images.cocodataset.org/val2017/000000058655.jpg,A slender high rise building is fashioned behind a pole clock.,41,indoor
http://images.cocodataset.org/val2017/000000058705.jpg,A man and a woman posing together for a picture,109,"accessory, person, food"
http://images.cocodataset.org/val2017/000000059044.jpg,A group of people are standing around holding video game controllers.,30,"electronic, person"
http://images.cocodataset.org/val2017/000000059386.jpg,A group of giraffes that are standing in the grass.,22,"vehicle, animal"
http://images.cocodataset.org/val2017/000000059598.jpg,"A soda, banana and muffin are set near a laptop.",64,"electronic, person, furniture, food"
http://images.cocodataset.org/val2017/000000059635.jpg,a black and white photo of people with surf boards,67,"vehicle, sports, person"
http://images.cocodataset.org/val2017/000000059920.jpg,a bathroom with a both a toilet and bidet,14,furniture
http://images.cocodataset.org/val2017/000000060052.jpg,A person that is holding an umbrella in her left hand.,17,"accessory, person"
http://images.cocodataset.org/val2017/000000060090.jpg,A yellow passenger train pulling up to a station.,9,"vehicle, person"
http://images.cocodataset.org/val2017/000000060102.jpg,Soccer players try to gain possession of the ball.,4,"sports, person"
http://images.cocodataset.org/val2017/000000060347.jpg,A man sitting on a bench in a wood.,75,"outdoor, person"
http://images.cocodataset.org/val2017/000000060363.jpg,A large clock mounted to the side of a building.,146,"indoor, animal"
http://images.cocodataset.org/val2017/000000060449.jpg,"a laptop on a table on balcony, blue sky.",28,"electronic, furniture"
http://images.cocodataset.org/val2017/000000060507.jpg,A batter swings at a pitch during a baseball game.,147,"electronic, sports, person, furniture"
http://images.cocodataset.org/val2017/000000060770.jpg,Two zebras in an open field with grass.,1,animal
http://images.cocodataset.org/val2017/000000060823.jpg,What has attracted this many birds to the plaza?,148,"kitchen, person, animal"
http://images.cocodataset.org/val2017/000000060835.jpg,"A dog sitting inside a cage, in the dirt.",149,"kitchen, furniture, animal"
http://images.cocodataset.org/val2017/000000060855.jpg,Bunch of apples and oranges sitting on a white surface.,19,food
http://images.cocodataset.org/val2017/000000060886.jpg,A baseball team crowd together on the field,4,"sports, person"
http://images.cocodataset.org/val2017/000000060899.jpg,A toddler holding a hairbrush above his head.,150,"indoor, person, furniture, animal"
http://images.cocodataset.org/val2017/000000060932.jpg,a couple of people that are dressed up dancing,99,"accessory, person, furniture"
http://images.cocodataset.org/val2017/000000061108.jpg,A dog sitting in a basket mounted on the front of a blue bike.,151,"vehicle, outdoor, animal"
http://images.cocodataset.org/val2017/000000061171.jpg,Cows and ponies are eating hay in the barn,1,animal
http://images.cocodataset.org/val2017/000000061268.jpg,a big long train that has some storage containers on it,15,"vehicle, outdoor, accessory, person"
http://images.cocodataset.org/val2017/000000061333.jpg,The caramel-colored kitten is  lying on the small blanket on top of the unmade bed.,152,"indoor, furniture, animal"
http://images.cocodataset.org/val2017/000000061418.jpg,Several children attentively play a game of curling together.,42,"vehicle, person, furniture"
http://images.cocodataset.org/val2017/000000061471.jpg,A brown dog standing next to a toilet in a bathroom.,149,"kitchen, furniture, animal"
http://images.cocodataset.org/val2017/000000061584.jpg,A couple posing on a horse statue in a courtyard.,120,"person, furniture, animal"
http://images.cocodataset.org/val2017/000000061658.jpg,A white dish filled with broccoli and cauliflower.,19,food
http://images.cocodataset.org/val2017/000000061747.jpg,A smiling woman snow skier is dressed in purple.,4,"sports, person"
http://images.cocodataset.org/val2017/000000061960.jpg,A man lays on a bed wearing women's clothing complete with stockings and high heels.,107,"person, furniture"
http://images.cocodataset.org/val2017/000000062025.jpg,A small bathroom where the vanity is over the sink and toilet.,110,"appliance, kitchen, furniture"
http://images.cocodataset.org/val2017/000000062353.jpg,Several giraffes leaning over a fence towards some people.,35,"person, animal"
http://images.cocodataset.org/val2017/000000062355.jpg,A baseball player crosses home plate as his teammate waits. ,4,"sports, person"
http://images.cocodataset.org/val2017/000000062554.jpg,a plate of broccoli on a table next to some other plates of food ,16,"kitchen, furniture, food"
http://images.cocodataset.org/val2017/000000062692.jpg,a tennis player with a racket on the court,4,"sports, person"
http://images.cocodataset.org/val2017/000000062808.jpg,A guy taking a picture of a very big pizza.,56,"food, electronic, kitchen, person, furniture"
http://images.cocodataset.org/val2017/000000063047.jpg,A man carries a bag of food and a drink away from a roadside eatery.,90,"kitchen, person"
http://images.cocodataset.org/val2017/000000063154.jpg,A surfer paddles over a wave in clear blue water.,4,"sports, person"
http://images.cocodataset.org/val2017/000000063552.jpg,A cat looking directly into a magnifying glass on a table.,1,animal
http://images.cocodataset.org/val2017/000000063602.jpg,A laptop computer sitting on top of a white desk.,153,"electronic, kitchen, indoor"
http://images.cocodataset.org/val2017/000000063740.jpg,a laptop computer a keyboard and two monitors,154,"kitchen, electronic, person, food"
http://images.cocodataset.org/val2017/000000063965.jpg,A woman holding a plate of cake covered in frosting.,95,"kitchen, person, food"
http://images.cocodataset.org/val2017/000000064084.jpg,A batch of bread slices sitting on a plate.,104,"kitchen, person, furniture, food"
http://images.cocodataset.org/val2017/000000064359.jpg,Some zoo animals are walking and having fun in the zoo. ,1,animal
http://images.cocodataset.org/val2017/000000064462.jpg,A female skier stops and poses for a picture,4,"sports, person"
http://images.cocodataset.org/val2017/000000064495.jpg,"A parking meeter next to a wall that reads ""tie.""",52,outdoor
http://images.cocodataset.org/val2017/000000064499.jpg,two zebra standing on a sidewalk next to a wall,1,animal
http://images.cocodataset.org/val2017/000000064523.jpg,An all female tennis team taking a group photo on a tennis court,67,"vehicle, sports, person"
http://images.cocodataset.org/val2017/000000064718.jpg,A man is swinging a tennis racket at a ball.,4,"sports, person"
http://images.cocodataset.org/val2017/000000064868.jpg,A man acting like he's going to put his dog in an oven.,155,"kitchen, animal, appliance, person, furniture"
http://images.cocodataset.org/val2017/000000064898.jpg,Two surfers paddle back to the beach on their surfboards. ,4,"sports, person"
http://images.cocodataset.org/val2017/000000065074.jpg,this is a bed with a blanket on it,2,"furniture, indoor"
http://images.cocodataset.org/val2017/000000065288.jpg,A small bird sitting on a chair by a table.,156,"animal, vehicle, accessory, person, furniture"
http://images.cocodataset.org/val2017/000000065350.jpg,A skateboarder wearing a helmet doing a trick at a skate park.,157,"sports, vehicle, accessory, person"
http://images.cocodataset.org/val2017/000000065455.jpg,A group of children feeding two giraffes at a zoo.,35,"person, animal"
http://images.cocodataset.org/val2017/000000065485.jpg,A dog is sitting inside a red car.,22,"vehicle, animal"
http://images.cocodataset.org/val2017/000000065736.jpg,A woman in black shirt and skirt playing a game of tennis.,4,"sports, person"
http://images.cocodataset.org/val2017/000000065798.jpg,A baseball player preparing to bat during a game.,4,"sports, person"
http://images.cocodataset.org/val2017/000000066038.jpg,A group of people sit underneath umbrellas on the beach.,158,"accessory, person, furniture, animal"
http://images.cocodataset.org/val2017/000000066135.jpg,a long yellow train that is on a train track,12,vehicle
http://images.cocodataset.org/val2017/000000066231.jpg,a number of people in a kitchen preparing food ,159,"appliance, kitchen, person, food"
http://images.cocodataset.org/val2017/000000066523.jpg,A bed topped with three white pillows covered in a canopy.,14,furniture
http://images.cocodataset.org/val2017/000000066561.jpg,A large white sheep laying next to a baby sheep.,1,animal
http://images.cocodataset.org/val2017/000000066635.jpg,"A desk area with a computer monitor, keyboard and mouse.",11,electronic
http://images.cocodataset.org/val2017/000000066706.jpg,"A meal, coffee, pictures and a notebook on a table.",95,"kitchen, person, food"
http://images.cocodataset.org/val2017/000000066771.jpg,"Two people at a restaurant, one of whom is looking at a cellphone.",60,"kitchen, electronic, person, furniture"
http://images.cocodataset.org/val2017/000000066817.jpg,"A meal of fried food, beans, rice, cream and fruit.",16,"kitchen, furniture, food"
http://images.cocodataset.org/val2017/000000066841.jpg," A whimsical artistic toaster has eyes, a mouth, a nose, spoon feet, spoon ears, and a mixing beater tail.",96,"appliance, kitchen"
http://images.cocodataset.org/val2017/000000066886.jpg,A girl grabs her hair and holds onto her hairbrush. ,80,person
http://images.cocodataset.org/val2017/000000066926.jpg,Several glazed doughnuts lined up on a bakery tray. ,19,food
http://images.cocodataset.org/val2017/000000067180.jpg,A woman sitting on a wooden bench on a wall.,75,"outdoor, person"
http://images.cocodataset.org/val2017/000000067213.jpg,A dog jumping through the air into a pool.,103,"vehicle, person, animal"
http://images.cocodataset.org/val2017/000000067310.jpg,A man is in the air as he performs a stunt on a skateboard.,4,"sports, person"
http://images.cocodataset.org/val2017/000000067315.jpg,"Somebody is in the photograph not certain who that individual is. 
",17,"accessory, person"
http://images.cocodataset.org/val2017/000000067406.jpg,Two people standing in a field flying a kite,4,"sports, person"
http://images.cocodataset.org/val2017/000000067534.jpg,A man wearing a shirt and a pixilated looking neck tie.,99,"accessory, person, furniture"
http://images.cocodataset.org/val2017/000000067616.jpg,A restaurant with patrons in the outdoor eating area.,160,"indoor, vehicle, outdoor, person, furniture"
http://images.cocodataset.org/val2017/000000067896.jpg,A clock with scroll work on the side of a building.,41,indoor
http://images.cocodataset.org/val2017/000000068078.jpg,A dog that is standing on a rug in a bathroom.,161,"appliance, kitchen, furniture, animal"
http://images.cocodataset.org/val2017/000000068093.jpg,Two people posing together outside with their motorcycle.,9,"vehicle, person"
http://images.cocodataset.org/val2017/000000068286.jpg,Crisp white bedding creates a stately environment when combined with a cherry ensemble.,14,furniture
http://images.cocodataset.org/val2017/000000068387.jpg,A baseball game in progress with the batter up to plate.,4,"sports, person"
http://images.cocodataset.org/val2017/000000068409.jpg,School boys sit cross legged in front of a chalkboard sign in a vintage black and white photo.,17,"accessory, person"
http://images.cocodataset.org/val2017/000000068628.jpg,A skateboarder does a jump trick over stairs.,4,"sports, person"
http://images.cocodataset.org/val2017/000000068765.jpg,A keyboard sitting on a desk next to a computer mouse.,11,electronic
http://images.cocodataset.org/val2017/000000068833.jpg,A kitchen with lots of cupboard space and a microwave oven.,63,"electronic, indoor, kitchen, appliance, furniture"
http://images.cocodataset.org/val2017/000000068933.jpg,There are three zebras eating the grass and hay.,1,animal
http://images.cocodataset.org/val2017/000000069106.jpg,A group of zebras stand together by a rock wall. ,1,animal
http://images.cocodataset.org/val2017/000000069138.jpg,A red traffic light with a sad face drawn over it.,3,"vehicle, outdoor"
http://images.cocodataset.org/val2017/000000069213.jpg,Two men in blazers and fedoras with a moped in the background.,9,"vehicle, person"
http://images.cocodataset.org/val2017/000000069224.jpg,A man and a woman eat doughnuts from a box.,104,"kitchen, person, furniture, food"
http://images.cocodataset.org/val2017/000000069356.jpg,A woman standing in front of a fruit stand.,162,"vehicle, person, food"
http://images.cocodataset.org/val2017/000000069795.jpg,A purple flower is in a watering can on the window sill.,2,"furniture, indoor"
http://images.cocodataset.org/val2017/000000070048.jpg,a table that has some food on top of it,16,"kitchen, furniture, food"
http://images.cocodataset.org/val2017/000000070158.jpg,A group of zebras walk along the sand.,1,animal
http://images.cocodataset.org/val2017/000000070229.jpg,A black and white teddy bear sitting on a park bench.,163,"outdoor, person, indoor"
http://images.cocodataset.org/val2017/000000070254.jpg,Passengers wait at the platform as a passenger train approaches.,15,"vehicle, outdoor, accessory, person"
http://images.cocodataset.org/val2017/000000070739.jpg,Two women sitting at a table with wine glasses in their hands. ,90,"kitchen, person"
http://images.cocodataset.org/val2017/000000070774.jpg,"A motorbike parked, with several bicycles stacked on on the back of it.",22,"vehicle, animal"
http://images.cocodataset.org/val2017/000000071226.jpg,Two dogs and a cat sleeping on a bed.,152,"indoor, furniture, animal"
http://images.cocodataset.org/val2017/000000071451.jpg,Bed made with folded towels and walls with window,14,furniture
http://images.cocodataset.org/val2017/000000071711.jpg,A large airplane museum with old war planes.,36,"vehicle, accessory, person"
http://images.cocodataset.org/val2017/000000071756.jpg,Two bears walking together in the night. ,1,animal
http://images.cocodataset.org/val2017/000000071877.jpg,A man in a hat balancing his skateboard on a highway barrier.,59,"outdoor, sports, person"
http://images.cocodataset.org/val2017/000000071938.jpg,A boy asleep with a cell phone on his face.,81,"electronic, person, furniture"
http://images.cocodataset.org/val2017/000000072281.jpg,A man that is in the air with a surfboard.,4,"sports, person"
http://images.cocodataset.org/val2017/000000072795.jpg,A baseball player is at bat as the crowd watches.,4,"sports, person"
http://images.cocodataset.org/val2017/000000072813.jpg,Brown dog lying on unmade bed in bedroom of home.,66,"electronic, furniture, animal"
http://images.cocodataset.org/val2017/000000072852.jpg,A dilapidated bicycle frame underneath a Pedestrian Zone Sign.,36,"vehicle, accessory, person"
http://images.cocodataset.org/val2017/000000073118.jpg,Two brown teddy bears sitting side by side.,41,indoor
http://images.cocodataset.org/val2017/000000073153.jpg,A close up of bark on a tree with a young man on a cell phone in the background,30,"electronic, person"
http://images.cocodataset.org/val2017/000000073326.jpg,an open refrigerator in a kitchen next to a counter,96,"appliance, kitchen"
http://images.cocodataset.org/val2017/000000073533.jpg,A few boys read comic books together outside,30,"electronic, person"
http://images.cocodataset.org/val2017/000000073702.jpg,A man with an umbrella hat stands next to another man.,17,"accessory, person"
http://images.cocodataset.org/val2017/000000073946.jpg,Two men fake biting a surfboard for a picture.,54,"sports, person, furniture"
http://images.cocodataset.org/val2017/000000074058.jpg,A sidewalk next to the outdoor sitting area of a restaurant.,164,"vehicle, accessory, person, furniture"
http://images.cocodataset.org/val2017/000000074092.jpg,A person jumping in the air with a tennis racket in their hand.,4,"sports, person"
http://images.cocodataset.org/val2017/000000074200.jpg,A group of surfboards sitting up against wooden poles.,4,"sports, person"
http://images.cocodataset.org/val2017/000000074209.jpg,A black and stainless steel kitchen with a snack bar and bar stools. ,165,"food, indoor, kitchen, appliance, furniture"
